date,kpi_name,region,device_type,browser,channel,business_segment,impressions,clicks,conversions,orders,revenue,latency_ms,kpi_value,is_incident,incident_id,incident_type,incident_description
2026-03-12,average_order_value,EMEA,Desktop,Safari,Email,Enterprise,847,56,6,4,318.22,201.49,79.554157,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Safari,Email,Enterprise,847,56,6,4,318.22,201.49,201.491943,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Safari,Email,Enterprise,847,56,6,4,318.22,201.49,0.375698,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Organic,SMB,805,59,5,4,245.15,193.42,0.084746,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Organic,SMB,805,59,5,4,245.15,193.42,0.073292,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Organic,SMB,805,59,5,4,245.15,193.42,61.288259,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Organic,SMB,805,59,5,4,245.15,193.42,193.415142,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Organic,SMB,805,59,5,4,245.15,193.42,0.304538,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Organic,Mid-Market,872,65,6,5,356.51,205.84,0.092308,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Organic,Mid-Market,872,65,6,5,356.51,205.84,0.074541,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Organic,Mid-Market,872,65,6,5,356.51,205.84,71.301709,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Organic,Mid-Market,872,65,6,5,356.51,205.84,205.838946,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Organic,Mid-Market,872,65,6,5,356.51,205.84,0.40884,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Organic,Enterprise,1051,81,9,7,577.34,207.14,0.111111,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Organic,Enterprise,1051,81,9,7,577.34,207.14,0.077069,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Organic,Enterprise,1051,81,9,7,577.34,207.14,82.477591,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Organic,Enterprise,1051,81,9,7,577.34,207.14,207.143987,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Organic,Enterprise,1051,81,9,7,577.34,207.14,0.549327,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Paid Search,SMB,834,72,6,5,319.68,206.97,0.083333,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Paid Search,SMB,834,72,6,5,319.68,206.97,0.086331,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Paid Search,SMB,834,72,6,5,319.68,206.97,63.936062,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Paid Search,SMB,834,72,6,5,319.68,206.97,206.967456,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Paid Search,SMB,834,72,6,5,319.68,206.97,0.38331,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Paid Search,Mid-Market,1018,88,9,7,561.74,199.94,0.102273,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Paid Search,Mid-Market,1018,88,9,7,561.74,199.94,0.086444,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Paid Search,Mid-Market,1018,88,9,7,561.74,199.94,80.249136,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Paid Search,Mid-Market,1018,88,9,7,561.74,199.94,199.939102,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Paid Search,Mid-Market,1018,88,9,7,561.74,199.94,0.551811,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Paid Search,Enterprise,1132,98,12,9,845.7,209.71,0.122449,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Paid Search,Enterprise,1132,98,12,9,845.7,209.71,0.086572,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Paid Search,Enterprise,1132,98,12,9,845.7,209.71,93.967205,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Paid Search,Enterprise,1132,98,12,9,845.7,209.71,209.70979,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Paid Search,Enterprise,1132,98,12,9,845.7,209.71,0.747089,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Email,SMB,678,45,4,3,179.08,199.83,0.088889,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Email,SMB,678,45,4,3,179.08,199.83,0.066372,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Email,SMB,678,45,4,3,179.08,199.83,59.69354,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Email,SMB,678,45,4,3,179.08,199.83,199.826729,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Email,SMB,678,45,4,3,179.08,199.83,0.264131,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Email,Mid-Market,690,43,4,3,202.4,215.31,0.093023,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Email,Mid-Market,690,43,4,3,202.4,215.31,0.062319,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Email,Mid-Market,690,43,4,3,202.4,215.31,67.466976,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Email,Mid-Market,690,43,4,3,202.4,215.31,215.308429,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Email,Mid-Market,690,43,4,3,202.4,215.31,0.293335,False,,,
2026-03-12,conversion_rate,EMEA,Desktop,Firefox,Email,Enterprise,920,59,7,5,418.81,201.89,0.118644,False,,,
2026-03-12,click_through_rate,EMEA,Desktop,Firefox,Email,Enterprise,920,59,7,5,418.81,201.89,0.06413,False,,,
2026-03-12,average_order_value,EMEA,Desktop,Firefox,Email,Enterprise,920,59,7,5,418.81,201.89,83.76285,False,,,
2026-03-12,latency_ms,EMEA,Desktop,Firefox,Email,Enterprise,920,59,7,5,418.81,201.89,201.894611,False,,,
2026-03-12,revenue_per_session,EMEA,Desktop,Firefox,Email,Enterprise,920,59,7,5,418.81,201.89,0.455233,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Organic,SMB,671,53,4,3,182.52,224.41,0.075472,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Organic,SMB,671,53,4,3,182.52,224.41,0.078987,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Organic,SMB,671,53,4,3,182.52,224.41,60.83857,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Organic,SMB,671,53,4,3,182.52,224.41,224.41441,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Organic,SMB,671,53,4,3,182.52,224.41,0.272006,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Organic,Mid-Market,723,57,5,4,282.79,225.85,0.087719,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Organic,Mid-Market,723,57,5,4,282.79,225.85,0.078838,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Organic,Mid-Market,723,57,5,4,282.79,225.85,70.697076,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Organic,Mid-Market,723,57,5,4,282.79,225.85,225.853605,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Organic,Mid-Market,723,57,5,4,282.79,225.85,0.391132,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Organic,Enterprise,897,68,8,6,504.46,209.26,0.117647,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Organic,Enterprise,897,68,8,6,504.46,209.26,0.075808,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Organic,Enterprise,897,68,8,6,504.46,209.26,84.076984,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Organic,Enterprise,897,68,8,6,504.46,209.26,209.256046,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Organic,Enterprise,897,68,8,6,504.46,209.26,0.562388,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Paid Search,SMB,799,76,6,5,336.5,222.43,0.078947,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Paid Search,SMB,799,76,6,5,336.5,222.43,0.095119,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Paid Search,SMB,799,76,6,5,336.5,222.43,67.300612,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Paid Search,SMB,799,76,6,5,336.5,222.43,222.4338,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Paid Search,SMB,799,76,6,5,336.5,222.43,0.421155,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Paid Search,Mid-Market,911,80,7,5,377.72,225.49,0.0875,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Paid Search,Mid-Market,911,80,7,5,377.72,225.49,0.087816,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Paid Search,Mid-Market,911,80,7,5,377.72,225.49,75.544521,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Paid Search,Mid-Market,911,80,7,5,377.72,225.49,225.487871,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Paid Search,Mid-Market,911,80,7,5,377.72,225.49,0.414624,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Paid Search,Enterprise,1112,94,11,9,799.97,221.43,0.117021,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Paid Search,Enterprise,1112,94,11,9,799.97,221.43,0.084532,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Paid Search,Enterprise,1112,94,11,9,799.97,221.43,88.885845,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Paid Search,Enterprise,1112,94,11,9,799.97,221.43,221.434486,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Paid Search,Enterprise,1112,94,11,9,799.97,221.43,0.7194,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Email,SMB,551,37,3,2,113.14,226.14,0.081081,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Email,SMB,551,37,3,2,113.14,226.14,0.067151,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Email,SMB,551,37,3,2,113.14,226.14,56.572143,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Email,SMB,551,37,3,2,113.14,226.14,226.138818,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Email,SMB,551,37,3,2,113.14,226.14,0.205344,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Email,Mid-Market,713,46,4,3,210.91,226.72,0.086957,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Email,Mid-Market,713,46,4,3,210.91,226.72,0.064516,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Email,Mid-Market,713,46,4,3,210.91,226.72,70.301697,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Email,Mid-Market,713,46,4,3,210.91,226.72,226.715999,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Email,Mid-Market,713,46,4,3,210.91,226.72,0.2958,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Chrome,Email,Enterprise,795,55,6,5,405.39,219.56,0.109091,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Chrome,Email,Enterprise,795,55,6,5,405.39,219.56,0.069182,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Chrome,Email,Enterprise,795,55,6,5,405.39,219.56,81.078875,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Chrome,Email,Enterprise,795,55,6,5,405.39,219.56,219.561249,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Chrome,Email,Enterprise,795,55,6,5,405.39,219.56,0.50993,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Organic,SMB,725,54,4,3,189.72,234.68,0.074074,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Organic,SMB,725,54,4,3,189.72,234.68,0.074483,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Organic,SMB,725,54,4,3,189.72,234.68,63.238607,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Organic,SMB,725,54,4,3,189.72,234.68,234.679509,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Organic,SMB,725,54,4,3,189.72,234.68,0.261677,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Organic,Mid-Market,752,57,5,4,285.96,239.63,0.087719,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Organic,Mid-Market,752,57,5,4,285.96,239.63,0.075798,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Organic,Mid-Market,752,57,5,4,285.96,239.63,71.48899,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Organic,Mid-Market,752,57,5,4,285.96,239.63,239.634631,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Organic,Mid-Market,752,57,5,4,285.96,239.63,0.380261,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Organic,Enterprise,927,71,7,5,418.58,235.76,0.098592,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Organic,Enterprise,927,71,7,5,418.58,235.76,0.076591,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Organic,Enterprise,927,71,7,5,418.58,235.76,83.715599,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Organic,Enterprise,927,71,7,5,418.58,235.76,235.756153,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Organic,Enterprise,927,71,7,5,418.58,235.76,0.45154,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Paid Search,SMB,744,63,5,4,283.79,251.05,0.079365,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Paid Search,SMB,744,63,5,4,283.79,251.05,0.084677,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Paid Search,SMB,744,63,5,4,283.79,251.05,70.948612,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Paid Search,SMB,744,63,5,4,283.79,251.05,251.050882,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Paid Search,SMB,744,63,5,4,283.79,251.05,0.381444,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Paid Search,Mid-Market,878,74,6,5,401.69,239.03,0.081081,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Paid Search,Mid-Market,878,74,6,5,401.69,239.03,0.084282,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Paid Search,Mid-Market,878,74,6,5,401.69,239.03,80.337385,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Paid Search,Mid-Market,878,74,6,5,401.69,239.03,239.030017,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Paid Search,Mid-Market,878,74,6,5,401.69,239.03,0.457502,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Paid Search,Enterprise,1032,84,9,7,645.92,244.25,0.107143,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Paid Search,Enterprise,1032,84,9,7,645.92,244.25,0.081395,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Paid Search,Enterprise,1032,84,9,7,645.92,244.25,92.273672,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Paid Search,Enterprise,1032,84,9,7,645.92,244.25,244.248589,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Paid Search,Enterprise,1032,84,9,7,645.92,244.25,0.625887,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Email,SMB,609,40,3,2,119.75,239.28,0.075,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Email,SMB,609,40,3,2,119.75,239.28,0.065681,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Email,SMB,609,40,3,2,119.75,239.28,59.876519,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Email,SMB,609,40,3,2,119.75,239.28,239.283821,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Email,SMB,609,40,3,2,119.75,239.28,0.196639,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Email,Mid-Market,697,45,4,3,213.31,232.56,0.088889,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Email,Mid-Market,697,45,4,3,213.31,232.56,0.064562,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Email,Mid-Market,697,45,4,3,213.31,232.56,71.104802,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Email,Mid-Market,697,45,4,3,213.31,232.56,232.556798,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Email,Mid-Market,697,45,4,3,213.31,232.56,0.306046,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Safari,Email,Enterprise,868,57,6,5,385.09,230.07,0.105263,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Safari,Email,Enterprise,868,57,6,5,385.09,230.07,0.065668,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Safari,Email,Enterprise,868,57,6,5,385.09,230.07,77.017413,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Safari,Email,Enterprise,868,57,6,5,385.09,230.07,230.073641,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Safari,Email,Enterprise,868,57,6,5,385.09,230.07,0.443649,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Organic,SMB,720,56,4,3,192.47,256.18,0.071429,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Organic,SMB,720,56,4,3,192.47,256.18,0.077778,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Organic,SMB,720,56,4,3,192.47,256.18,64.157307,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Organic,SMB,720,56,4,3,192.47,256.18,256.175987,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Organic,SMB,720,56,4,3,192.47,256.18,0.267322,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Organic,Mid-Market,789,63,6,5,336.11,253.26,0.095238,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Organic,Mid-Market,789,63,6,5,336.11,253.26,0.079848,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Organic,Mid-Market,789,63,6,5,336.11,253.26,67.22216,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Organic,Mid-Market,789,63,6,5,336.11,253.26,253.262226,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Organic,Mid-Market,789,63,6,5,336.11,253.26,0.425996,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Organic,Enterprise,1009,78,9,7,574.47,261.58,0.115385,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Organic,Enterprise,1009,78,9,7,574.47,261.58,0.077304,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Organic,Enterprise,1009,78,9,7,574.47,261.58,82.067551,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Organic,Enterprise,1009,78,9,7,574.47,261.58,261.583306,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Organic,Enterprise,1009,78,9,7,574.47,261.58,0.569349,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Paid Search,SMB,737,62,5,4,269.63,254.32,0.080645,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Paid Search,SMB,737,62,5,4,269.63,254.32,0.084125,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Paid Search,SMB,737,62,5,4,269.63,254.32,67.4077,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Paid Search,SMB,737,62,5,4,269.63,254.32,254.31805,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Paid Search,SMB,737,62,5,4,269.63,254.32,0.365849,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Paid Search,Mid-Market,844,72,6,4,282.43,253.99,0.083333,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Paid Search,Mid-Market,844,72,6,4,282.43,253.99,0.085308,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Paid Search,Mid-Market,844,72,6,4,282.43,253.99,70.606711,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Paid Search,Mid-Market,844,72,6,4,282.43,253.99,253.987722,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Paid Search,Mid-Market,844,72,6,4,282.43,253.99,0.334629,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Paid Search,Enterprise,1072,96,10,8,769.86,247.59,0.104167,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Paid Search,Enterprise,1072,96,10,8,769.86,247.59,0.089552,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Paid Search,Enterprise,1072,96,10,8,769.86,247.59,96.232436,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Paid Search,Enterprise,1072,96,10,8,769.86,247.59,247.591107,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Paid Search,Enterprise,1072,96,10,8,769.86,247.59,0.718153,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Email,SMB,610,38,3,2,113.15,251.27,0.078947,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Email,SMB,610,38,3,2,113.15,251.27,0.062295,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Email,SMB,610,38,3,2,113.15,251.27,56.573931,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Email,SMB,610,38,3,2,113.15,251.27,251.2667,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Email,SMB,610,38,3,2,113.15,251.27,0.185488,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Email,Mid-Market,692,46,4,3,188.35,252.14,0.086957,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Email,Mid-Market,692,46,4,3,188.35,252.14,0.066474,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Email,Mid-Market,692,46,4,3,188.35,252.14,62.783585,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Email,Mid-Market,692,46,4,3,188.35,252.14,252.141242,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Email,Mid-Market,692,46,4,3,188.35,252.14,0.272183,False,,,
2026-03-12,conversion_rate,EMEA,Mobile,Firefox,Email,Enterprise,849,54,5,4,332.94,243.68,0.092593,False,,,
2026-03-12,click_through_rate,EMEA,Mobile,Firefox,Email,Enterprise,849,54,5,4,332.94,243.68,0.063604,False,,,
2026-03-12,average_order_value,EMEA,Mobile,Firefox,Email,Enterprise,849,54,5,4,332.94,243.68,83.236027,False,,,
2026-03-12,latency_ms,EMEA,Mobile,Firefox,Email,Enterprise,849,54,5,4,332.94,243.68,243.680998,False,,,
2026-03-12,revenue_per_session,EMEA,Mobile,Firefox,Email,Enterprise,849,54,5,4,332.94,243.68,0.39216,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Organic,SMB,677,53,5,4,234.94,190.96,0.09434,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Organic,SMB,677,53,5,4,234.94,190.96,0.078287,False,,,
2026-03-12,average_order_value,APAC,Desktop,Chrome,Organic,SMB,677,53,5,4,234.94,190.96,58.734237,False,,,
2026-03-12,latency_ms,APAC,Desktop,Chrome,Organic,SMB,677,53,5,4,234.94,190.96,190.961638,False,,,
2026-03-12,revenue_per_session,APAC,Desktop,Chrome,Organic,SMB,677,53,5,4,234.94,190.96,0.347027,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Organic,Mid-Market,811,60,6,5,361.78,199.12,0.1,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Organic,Mid-Market,811,60,6,5,361.78,199.12,0.073983,False,,,
2026-03-12,average_order_value,APAC,Desktop,Chrome,Organic,Mid-Market,811,60,6,5,361.78,199.12,72.355831,False,,,
2026-03-12,latency_ms,APAC,Desktop,Chrome,Organic,Mid-Market,811,60,6,5,361.78,199.12,199.121615,False,,,
2026-03-12,revenue_per_session,APAC,Desktop,Chrome,Organic,Mid-Market,811,60,6,5,361.78,199.12,0.44609,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Organic,Enterprise,1019,79,9,7,588.1,179.58,0.113924,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Organic,Enterprise,1019,79,9,7,588.1,179.58,0.077527,False,,,
2026-03-12,average_order_value,APAC,Desktop,Chrome,Organic,Enterprise,1019,79,9,7,588.1,179.58,84.014515,False,,,
2026-03-12,latency_ms,APAC,Desktop,Chrome,Organic,Enterprise,1019,79,9,7,588.1,179.58,179.581124,False,,,
2026-03-12,revenue_per_session,APAC,Desktop,Chrome,Organic,Enterprise,1019,79,9,7,588.1,179.58,0.577136,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Paid Search,SMB,824,73,6,5,355.5,214.88,0.082192,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Paid Search,SMB,824,73,6,5,355.5,214.88,0.088592,False,,,
2026-03-12,average_order_value,APAC,Desktop,Chrome,Paid Search,SMB,824,73,6,5,355.5,214.88,71.099833,False,,,
2026-03-12,latency_ms,APAC,Desktop,Chrome,Paid Search,SMB,824,73,6,5,355.5,214.88,214.877076,False,,,
2026-03-12,revenue_per_session,APAC,Desktop,Chrome,Paid Search,SMB,824,73,6,5,355.5,214.88,0.431431,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Paid Search,Mid-Market,951,83,8,7,531.72,185.92,0.096386,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Paid Search,Mid-Market,951,83,8,7,531.72,185.92,0.087277,False,,,
2026-03-12,average_order_value,APAC,Desktop,Chrome,Paid Search,Mid-Market,951,83,8,7,531.72,185.92,75.959305,False,,,
2026-03-12,latency_ms,APAC,Desktop,Chrome,Paid Search,Mid-Market,951,83,8,7,531.72,185.92,185.918183,False,,,
2026-03-12,revenue_per_session,APAC,Desktop,Chrome,Paid Search,Mid-Market,951,83,8,7,531.72,185.92,0.559112,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Paid Search,Enterprise,1099,100,12,10,963.92,202.97,0.12,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Paid Search,Enterprise,1099,100,12,10,963.92,202.97,0.090992,False,,,
2026-03-12,average_order_value,APAC,Desktop,Chrome,Paid Search,Enterprise,1099,100,12,10,963.92,202.97,96.392363,False,,,
2026-03-12,latency_ms,APAC,Desktop,Chrome,Paid Search,Enterprise,1099,100,12,10,963.92,202.97,202.966117,False,,,
2026-03-12,revenue_per_session,APAC,Desktop,Chrome,Paid Search,Enterprise,1099,100,12,10,963.92,202.97,0.877092,False,,,
2026-03-12,conversion_rate,APAC,Desktop,Chrome,Email,SMB,613,42,4,3,191.77,182.75,0.095238,False,,,
2026-03-12,click_through_rate,APAC,Desktop,Chrome,Email,SMB,613,42,4,3,191.77,182.75,0.068515,False,,,
