analysis_date,kpi_name,detector_used,dimension_type,dimension_value,actual_value_sum_or_avg,expected_value_sum_or_avg,degradation_amount,contribution_share,contribution_rank,anomaly_count,severity_max,recommended_action
2026-03-28,revenue_per_session,residual_anomaly,business_segment,SMB,0.266445,0.33905217857142855,0.1452143571428572,1.0,1,2,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,channel,Organic,0.189328,0.26438778571428573,0.07505978571428573,0.5168895637532889,1,1,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,channel,Paid Search,0.343562,0.41371657142857143,0.07015457142857146,0.4831104362467112,2,1,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,device_type,Mobile,0.266445,0.33905217857142855,0.1452143571428572,1.0,1,2,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,full_segment,EMEA + Mobile + Safari + Organic + SMB,0.189328,0.26438778571428573,0.07505978571428573,0.5168895637532889,1,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Mobile + Safari + Organic + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Chrome + Paid Search + SMB,0.343562,0.41371657142857143,0.07015457142857146,0.4831104362467112,2,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Chrome + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,region,EMEA,0.189328,0.26438778571428573,0.07505978571428573,0.5168895637532889,1,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,region,North America,0.343562,0.41371657142857143,0.07015457142857146,0.4831104362467112,2,1,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Mobile + Safari,0.189328,0.26438778571428573,0.07505978571428573,0.5168895637532889,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Mobile + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-28,revenue_per_session,residual_anomaly,region_device_browser,North America + Mobile + Chrome,0.343562,0.41371657142857143,0.07015457142857146,0.4831104362467112,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,browser,Firefox,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,channel,Email,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,device_type,Mobile,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,full_segment,EMEA + Mobile + Firefox + Email + Enterprise,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Mobile + Firefox + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,region,EMEA,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-03-30,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Mobile + Firefox,0.402511,0.4895946428571428,0.08708364285714282,1.0,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Mobile + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,browser,Firefox,0.339493,0.4482275178571429,0.21746903571428572,0.7336882930293545,1,2,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,browser,Safari,0.416573,0.49550917857142857,0.07893617857142854,0.26631170697064555,2,1,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.39163749999999997,0.4924053035714286,0.20153560714285718,0.6799327320490074,1,2,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,business_segment,Mid-Market,0.312284,0.4071536071428571,0.09486960714285708,0.3200672679509926,2,1,WARNING,"Review revenue_per_session drivers for business_segment = Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,channel,Email,0.39163749999999997,0.4924053035714286,0.20153560714285718,0.6799327320490074,1,2,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,channel,Organic,0.312284,0.4071536071428571,0.09486960714285708,0.3200672679509926,2,1,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,device_type,Desktop,0.36442850000000004,0.45133139285714285,0.17380578571428562,0.5863789749216382,1,2,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,device_type,Mobile,0.366702,0.4893014285714286,0.12259942857142864,0.41362102507836185,2,1,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,full_segment,EMEA + Mobile + Firefox + Email + Enterprise,0.366702,0.4893014285714286,0.12259942857142864,0.41362102507836185,1,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Mobile + Firefox + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Firefox + Organic + Mid-Market,0.312284,0.4071536071428571,0.09486960714285708,0.3200672679509926,2,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Firefox + Organic + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Safari + Email + Enterprise,0.416573,0.49550917857142857,0.07893617857142854,0.26631170697064555,3,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Safari + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,region,EMEA,0.3651863333333334,0.4639880714285714,0.29640521428571426,1.0,1,3,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Mobile + Firefox,0.366702,0.4893014285714286,0.12259942857142864,0.41362102507836185,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Mobile + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Desktop + Firefox,0.312284,0.4071536071428571,0.09486960714285708,0.3200672679509926,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Desktop + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-01,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Desktop + Safari,0.416573,0.49550917857142857,0.07893617857142854,0.26631170697064555,3,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,browser,Safari,0.2721155,0.35689089285714287,0.16955078571428572,1.0,1,2,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,business_segment,Mid-Market,0.363894,0.47584042857142855,0.11194642857142856,0.6602530805140135,1,1,WARNING,"Review revenue_per_session drivers for business_segment = Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,business_segment,SMB,0.180337,0.23794135714285716,0.057604357142857165,0.3397469194859864,2,1,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,channel,Paid Search,0.363894,0.47584042857142855,0.11194642857142856,0.6602530805140135,1,1,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,channel,Email,0.180337,0.23794135714285716,0.057604357142857165,0.3397469194859864,2,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,device_type,Desktop,0.2721155,0.35689089285714287,0.16955078571428572,1.0,1,2,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,full_segment,APAC + Desktop + Safari + Paid Search + Mid-Market,0.363894,0.47584042857142855,0.11194642857142856,0.6602530805140135,1,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Desktop + Safari + Paid Search + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Safari + Email + SMB,0.180337,0.23794135714285716,0.057604357142857165,0.3397469194859864,2,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Safari + Email + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,region,APAC,0.363894,0.47584042857142855,0.11194642857142856,0.6602530805140135,1,1,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,region,EMEA,0.180337,0.23794135714285716,0.057604357142857165,0.3397469194859864,2,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,region_device_browser,APAC + Desktop + Safari,0.363894,0.47584042857142855,0.11194642857142856,0.6602530805140135,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-02,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Desktop + Safari,0.180337,0.23794135714285716,0.057604357142857165,0.3397469194859864,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,browser,Firefox,0.265873,0.3521683392857143,0.17259067857142857,0.5596658639352954,1,2,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,browser,Safari,0.340333,0.4167188571428571,0.07638585714285712,0.2476991056768016,2,1,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,browser,Chrome,0.177551,0.23695610714285714,0.059405107142857155,0.19263503038790297,3,1,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,business_segment,SMB,0.249197,0.32007422619047615,0.2126316785714286,0.6895082229973389,1,3,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,business_segment,Mid-Market,0.302039,0.39778896428571425,0.09574996428571425,0.310491777002661,2,1,WARNING,"Review revenue_per_session drivers for business_segment = Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,channel,Email,0.23979499999999998,0.3173725357142857,0.1551550714285714,0.5031268073905639,1,2,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,channel,Organic,0.229707,0.3065477142857143,0.07684071428571432,0.24917408693263435,2,1,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,channel,Paid Search,0.340333,0.4167188571428571,0.07638585714285712,0.2476991056768016,3,1,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,device_type,Desktop,0.29069300000000003,0.3736851785714286,0.24897653571428568,0.8073649696120969,1,3,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,device_type,Mobile,0.177551,0.23695610714285714,0.059405107142857155,0.19263503038790297,2,1,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,full_segment,North America + Desktop + Firefox + Email + Mid-Market,0.302039,0.39778896428571425,0.09574996428571425,0.310491777002661,1,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Desktop + Firefox + Email + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,full_segment,APAC + Desktop + Firefox + Organic + SMB,0.229707,0.3065477142857143,0.07684071428571432,0.24917408693263435,2,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Desktop + Firefox + Organic + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,full_segment,North America + Desktop + Safari + Paid Search + SMB,0.340333,0.4167188571428571,0.07638585714285712,0.2476991056768016,3,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Desktop + Safari + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,full_segment,EMEA + Mobile + Chrome + Email + SMB,0.177551,0.23695610714285714,0.059405107142857155,0.19263503038790297,4,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Mobile + Chrome + Email + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region,North America,0.32118599999999997,0.4072539107142857,0.17213582142857137,0.5581908826794626,1,2,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region,APAC,0.229707,0.3065477142857143,0.07684071428571432,0.24917408693263435,2,1,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region,EMEA,0.177551,0.23695610714285714,0.059405107142857155,0.19263503038790297,3,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region_device_browser,North America + Desktop + Firefox,0.302039,0.39778896428571425,0.09574996428571425,0.310491777002661,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Desktop + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region_device_browser,APAC + Desktop + Firefox,0.229707,0.3065477142857143,0.07684071428571432,0.24917408693263435,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Desktop + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region_device_browser,North America + Desktop + Safari,0.340333,0.4167188571428571,0.07638585714285712,0.2476991056768016,3,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-03,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Mobile + Chrome,0.177551,0.23695610714285714,0.059405107142857155,0.19263503038790297,4,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,browser,Chrome,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,channel,Email,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,device_type,Mobile,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Chrome + Email + Enterprise,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Chrome + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,region,North America,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-04,revenue_per_session,residual_anomaly,region_device_browser,North America + Mobile + Chrome,0.433731,0.5387548928571428,0.10502389285714286,1.0,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,browser,Safari,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,channel,Email,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,device_type,Desktop,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Safari + Email + Enterprise,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Safari + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,region,EMEA,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-05,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Desktop + Safari,0.409824,0.496176,0.08635199999999998,1.0,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,browser,Chrome,0.3174325,0.39125314285714285,0.14764128571428564,1.0,1,2,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,business_segment,SMB,0.3174325,0.39125314285714285,0.14764128571428564,1.0,1,2,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,channel,Organic,0.282961,0.36209367857142855,0.07913267857142853,0.5359793379513473,1,1,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,channel,Paid Search,0.351904,0.4204126071428571,0.06850860714285711,0.4640206620486527,2,1,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,device_type,Mobile,0.3174325,0.39125314285714285,0.14764128571428564,1.0,1,2,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Chrome + Organic + SMB,0.282961,0.36209367857142855,0.07913267857142853,0.5359793379513473,1,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Chrome + Organic + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Chrome + Paid Search + SMB,0.351904,0.4204126071428571,0.06850860714285711,0.4640206620486527,2,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Chrome + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,region,North America,0.3174325,0.39125314285714285,0.14764128571428564,1.0,1,2,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-08,revenue_per_session,residual_anomaly,region_device_browser,North America + Mobile + Chrome,0.3174325,0.39125314285714285,0.14764128571428564,1.0,1,2,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,browser,Chrome,0.3499636666666666,0.44615575,0.2885762500000001,0.511017686102512,1,3,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,browser,Safari,0.37108,0.4661407321428571,0.1901214642857142,0.3366716102163882,2,2,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,browser,Firefox,0.323257,0.4092682142857143,0.08601121428571429,0.15231070368109995,3,1,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.42773966666666663,0.5241730476190477,0.2893001428571429,0.5122995727887629,1,3,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,business_segment,SMB,0.26372450000000003,0.3446684107142857,0.16188782142857142,0.2866748040235646,2,2,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,business_segment,Mid-Market,0.30464,0.41816096428571425,0.11352096428571423,0.20102562318767248,3,1,WARNING,"Review revenue_per_session drivers for business_segment = Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,channel,Email,0.3499636666666666,0.44615575,0.2885762500000001,0.511017686102512,1,3,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,channel,Organic,0.37108,0.4661407321428571,0.1901214642857142,0.3366716102163882,2,2,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,channel,Paid Search,0.323257,0.4092682142857143,0.08601121428571429,0.15231070368109995,3,1,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,device_type,Desktop,0.314043,0.41429148809523814,0.30074546428571425,0.5325672201545044,1,3,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,device_type,Mobile,0.39105966666666675,0.47904748809523806,0.26396346428571427,0.46743277984549564,2,3,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Safari + Organic + Mid-Market,0.30464,0.41816096428571425,0.11352096428571423,0.20102562318767248,1,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Safari + Organic + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,full_segment,APAC + Desktop + Chrome + Email + Enterprise,0.433297,0.5446448928571429,0.11134789285714292,0.1971774966243673,2,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Desktop + Chrome + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,full_segment,EMEA + Mobile + Chrome + Email + Enterprise,0.412402,0.51375375,0.10135175000000002,0.17947608913567994,3,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Mobile + Chrome + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Firefox + Paid Search + SMB,0.323257,0.4092682142857143,0.08601121428571429,0.15231070368109995,4,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Firefox + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Safari + Organic + Enterprise,0.43752,0.5141205,0.07660049999999996,0.13564598702871575,5,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Safari + Organic + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Chrome + Email + SMB,0.204192,0.28006860714285714,0.07587660714285713,0.13436410034246465,6,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Chrome + Email + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,region,EMEA,0.307078,0.40399444047619043,0.29074932142857135,0.514865812665817,1,3,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-04-09,revenue_per_session,residual_anomaly,region,APAC,0.4354085,0.5293826964285715,0.18794839285714288,0.33282348365308306,2,2,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
